source	target	value
Photonic Materials and Metamaterials	Graphene and Carbon Nanotechnology	10
Photonic Materials and Metamaterials	Light Matter Interaction and Optical Phenomena	4
Photonic Materials and Metamaterials	Manufacturing Technologies	3
Photonic Materials and Metamaterials	Materials Engineering - Composites	4
Photonic Materials and Metamaterials	Materials Engineering - Metals & Alloys	2
Photonic Materials and Metamaterials	Materials For Energy Applications	16
Photonic Materials and Metamaterials	Mathematical Analysis	1
Photonic Materials and Metamaterials	Non CMOS Device Technology	8
Photonic Materials and Metamaterials	Non-Linear Systems	1
Photonic Materials and Metamaterials	Nuclear Fission	2
Photonic Materials and Metamaterials	Optical Devices and Subsystems	8
Photonic Materials and Metamaterials	Optoelectronic Devices and Circuits	14
Photonic Materials and Metamaterials	Performance and Inspection of Mechanical Structures and Systems	2
Photonic Materials and Metamaterials	Plasma and Lasers	1
Photonic Materials and Metamaterials	Plasmonics	3
Photonic Materials and Metamaterials	Polymer Materials	15
Photonic Materials and Metamaterials	Quantum Devices, Components and Systems	4
Photonic Materials and Metamaterials	Quantum Optics and Information	5
Photonic Materials and Metamaterials	RF & Microwave Devices	1
Photonic Materials and Metamaterials	Sensors and Instrumentation	1
Photonic Materials and Metamaterials	Solar Technology	1
Photonic Materials and Metamaterials	Spintronics	3
Photonic Materials and Metamaterials	Superconductivity	5
Photonic Materials and Metamaterials	Synthetic Coordination Chemistry	2
Photonic Materials and Metamaterials	Synthetic Organic Chemistry	1
Photonic Materials and Metamaterials	Synthetic Supramolecular Chemistry	1
Plasma and Lasers	Antihydrogen	2
Plasma and Lasers	Chemical Reaction Dynamics and Mechanisms	2
Plasma and Lasers	Clinical Technologies (excluding imaging)	1
Plasma and Lasers	Cold Atoms and Molecules	1
Plasma and Lasers	Complex Fluids & Rheology	1
Plasma and Lasers	Condensed Matter: Electronic Structure	3
Plasma and Lasers	Engineering Design	1
Plasma and Lasers	Fluid Dynamics and Aerodynamics	1
Plasma and Lasers	Light Matter Interaction and Optical Phenomena	9
Plasma and Lasers	Manufacturing Technologies	5
Plasma and Lasers	Optical Devices and Subsystems	3
Plasma and Lasers	Performance and Inspection of Mechanical Structures and Systems	2
Plasma and Lasers	Photonic Materials and Metamaterials	1
Plasma and Lasers	Plasmonics	1
Plasma and Lasers	Quantum Optics and Information	5
Plasma and Lasers	RF & Microwave Devices	2
Plasma and Lasers	Superconductivity	1
Plasmonics	Antihydrogen	1
Plasmonics	Catalysis	1
Plasmonics	Condensed Matter: Magnetism and Magnetic Materials	2
Plasmonics	Graphene and Carbon Nanotechnology	1
Plasmonics	Light Matter Interaction and Optical Phenomena	2
Plasmonics	Manufacturing Technologies	1
Plasmonics	Microsystems	1
Plasmonics	Non CMOS Device Technology	1
Plasmonics	Optoelectronic Devices and Circuits	1
Plasmonics	Photonic Materials and Metamaterials	3
Plasmonics	Plasma and Lasers	1
Plasmonics	Polymer Materials	1
Plasmonics	Sensors and Instrumentation	1
Plasmonics	Spintronics	1
Plasmonics	Surface Science	2
Plasmonics	Synthetic Supramolecular Chemistry	1
Polymer Materials	Analytical Science	4
Polymer Materials	Biomaterials and Tissue Engineering	18
Polymer Materials	Biophysics and Soft Matter Physics	9
Polymer Materials	Catalysis	9
Polymer Materials	Chemical Biology and Biological Chemistry	7
Polymer Materials	Chemical Reaction Dynamics and Mechanisms	1
Polymer Materials	Chemical Structure	1
Polymer Materials	Clinical Technologies (excluding imaging)	4
Polymer Materials	Complex Fluids & Rheology	9
Polymer Materials	Computational & Theoretical Chemistry	6
Polymer Materials	Condensed Matter: Electronic Structure	4
Polymer Materials	Condensed Matter: Magnetism and Magnetic Materials	3
Polymer Materials	Displays	1
Polymer Materials	Electrochemical Sciences	1
Polymer Materials	Energy Efficiency (End Use Energy Demand)	1
Polymer Materials	Engineering Approaches to Manufacturing Operations	1
Polymer Materials	Fluid Dynamics and Aerodynamics	3
Polymer Materials	Fuel Cell Technology	1
Polymer Materials	Functional Ceramics and Inorganics	18
Polymer Materials	Graphene and Carbon Nanotechnology	11
Polymer Materials	Light Matter Interaction and Optical Phenomena	1
Polymer Materials	Manufacturing Technologies	7
Polymer Materials	Materials Engineering - Ceramics	2
Polymer Materials	Materials Engineering - Composites	12
Polymer Materials	Materials Engineering - Metals & Alloys	2
Polymer Materials	Materials For Energy Applications	17
Polymer Materials	Medical Imaging (inc medical image and vision computing)	2
Polymer Materials	Microsystems	4
Polymer Materials	Non CMOS Device Technology	1
Polymer Materials	Optoelectronic Devices and Circuits	1
Polymer Materials	Particle Technology	3
Polymer Materials	Performance and Inspection of Mechanical Structures and Systems	2
Polymer Materials	Photonic Materials and Metamaterials	15
Polymer Materials	Plasmonics	1
Polymer Materials	Process Systems: Components and Integration	8
Polymer Materials	Statistics and Applied Probability	1
Polymer Materials	Superconductivity	2
Polymer Materials	Surface Science	7
Polymer Materials	Synthetic Biology	2
Polymer Materials	Synthetic Coordination Chemistry	2
Polymer Materials	Synthetic Organic Chemistry	4
Polymer Materials	Synthetic Supramolecular Chemistry	6
Polymer Materials	Water Engineering	1
Process Systems: Components and Integration	Analytical Science	3
Process Systems: Components and Integration	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
Process Systems: Components and Integration	Bioenergy	8
Process Systems: Components and Integration	Biomaterials and Tissue Engineering	4
Process Systems: Components and Integration	Built Environment	1
Process Systems: Components and Integration	Carbon Capture and Storage	1
Process Systems: Components and Integration	Catalysis	35
Process Systems: Components and Integration	Chemical Reaction Dynamics and Mechanisms	8
Process Systems: Components and Integration	Clinical Technologies (excluding imaging)	1
Process Systems: Components and Integration	Coastal and Waterway Engineering	1
Process Systems: Components and Integration	Complex Fluids & Rheology	6
Process Systems: Components and Integration	Complexity Science	1
Process Systems: Components and Integration	Computational & Theoretical Chemistry	3
Process Systems: Components and Integration	Continuum Mechanics	1
Process Systems: Components and Integration	Control Engineering	2
Process Systems: Components and Integration	Conventional Generation & Combustion	3
Process Systems: Components and Integration	Electrical Motors and Drive /  Electromagnetics	1
Process Systems: Components and Integration	Electrochemical Sciences	2
Process Systems: Components and Integration	Energy Efficiency (End Use Energy Demand)	2
Process Systems: Components and Integration	Energy Networks	1
Process Systems: Components and Integration	Engineering Approaches to Manufacturing Operations	6
Process Systems: Components and Integration	Engineering Design	2
Process Systems: Components and Integration	Fluid Dynamics and Aerodynamics	5
Process Systems: Components and Integration	Fuel Cell Technology	1
Process Systems: Components and Integration	Functional Ceramics and Inorganics	1
Process Systems: Components and Integration	Graphene and Carbon Nanotechnology	1
Process Systems: Components and Integration	Hydrogen and Alternative Energy Vectors	2
Process Systems: Components and Integration	ICT Networks & Distributed Systems	1
Process Systems: Components and Integration	Manufacturing Technologies	35
Process Systems: Components and Integration	Materials Engineering - Ceramics	6
Process Systems: Components and Integration	Materials Engineering - Composites	1
Process Systems: Components and Integration	Materials Engineering - Metals & Alloys	1
Process Systems: Components and Integration	Materials For Energy Applications	2
Process Systems: Components and Integration	Mathematical Aspects of Operational Research	2
Process Systems: Components and Integration	Medical Imaging (inc medical image and vision computing)	1
Process Systems: Components and Integration	Microsystems	6
Process Systems: Components and Integration	Non CMOS Device Technology	1
Process Systems: Components and Integration	Optical Devices and Subsystems	1
Process Systems: Components and Integration	Optoelectronic Devices and Circuits	2
Process Systems: Components and Integration	Particle Technology	9
Process Systems: Components and Integration	Performance and Inspection of Mechanical Structures and Systems	1
Process Systems: Components and Integration	Pervasive and Ubiquitous Computing	1
Process Systems: Components and Integration	Polymer Materials	8
Process Systems: Components and Integration	Resource Efficiency	3
Process Systems: Components and Integration	Robotics	1
Process Systems: Components and Integration	Sensors and Instrumentation	1
Process Systems: Components and Integration	Synthetic Biology	7
Process Systems: Components and Integration	Synthetic Coordination Chemistry	1
Process Systems: Components and Integration	Synthetic Organic Chemistry	5
Process Systems: Components and Integration	Synthetic Supramolecular Chemistry	1
Process Systems: Components and Integration	Water Engineering	2
Process Systems: Components and Integration	Wind Power	1
Programming Languages and Compilers	Architecture and Operating Systems	23
Programming Languages and Compilers	Artificial Intelligence Technologies	3
Programming Languages and Compilers	Condensed Matter: Electronic Structure	1
Programming Languages and Compilers	Databases	4
Programming Languages and Compilers	Fluid Dynamics and Aerodynamics	1
Programming Languages and Compilers	Graphene and Carbon Nanotechnology	1
Programming Languages and Compilers	ICT Networks & Distributed Systems	8
Programming Languages and Compilers	Image and Vision Computing	3
Programming Languages and Compilers	Information Systems	9
Programming Languages and Compilers	Materials For Energy Applications	1
Programming Languages and Compilers	Mathematical Physics	1
Programming Languages and Compilers	Maths of Computing	4
Programming Languages and Compilers	Microelectronics Design	2
Programming Languages and Compilers	Natural Language Processing	1
Programming Languages and Compilers	Pervasive and Ubiquitous Computing	2
Programming Languages and Compilers	RF & MW Communications	1
Programming Languages and Compilers	Software Engineering	18
Programming Languages and Compilers	Surface Science	1
Programming Languages and Compilers	Theory of Computation	17
Programming Languages and Compilers	Verification and Correctness	37
Quantum Devices, Components and Systems	Cold Atoms and Molecules	2
Quantum Devices, Components and Systems	Complexity Science	1
Quantum Devices, Components and Systems	Condensed Matter: Electronic Structure	7
Quantum Devices, Components and Systems	Light Matter Interaction and Optical Phenomena	2
Quantum Devices, Components and Systems	Maths of Computing	1
Quantum Devices, Components and Systems	Optical Communications	1
Quantum Devices, Components and Systems	Optical Devices and Subsystems	3
Quantum Devices, Components and Systems	Optoelectronic Devices and Circuits	2
Quantum Devices, Components and Systems	Photonic Materials and Metamaterials	4
Quantum Devices, Components and Systems	Quantum Fluids and Solids	1
Quantum Devices, Components and Systems	Quantum Optics and Information	9
Quantum Devices, Components and Systems	Superconductivity	1
Quantum Devices, Components and Systems	Theory of Computation	2
Quantum Fluids and Solids	Biophysics and Soft Matter Physics	3
Quantum Fluids and Solids	Catalysis	2
Quantum Fluids and Solids	Chemical Structure	1
Quantum Fluids and Solids	Cold Atoms and Molecules	4
Quantum Fluids and Solids	Condensed Matter: Electronic Structure	7
Quantum Fluids and Solids	Condensed Matter: Magnetism and Magnetic Materials	3
Quantum Fluids and Solids	Energy Storage	1
Quantum Fluids and Solids	Fuel Cell Technology	1
Quantum Fluids and Solids	Functional Ceramics and Inorganics	2
Quantum Fluids and Solids	Light Matter Interaction and Optical Phenomena	1
Quantum Fluids and Solids	Materials Engineering - Ceramics	1
Quantum Fluids and Solids	Materials For Energy Applications	1
Quantum Fluids and Solids	Mathematical Physics	1
Quantum Fluids and Solids	Microsystems	1
Quantum Fluids and Solids	Non CMOS Device Technology	1
Quantum Fluids and Solids	Optoelectronic Devices and Circuits	1
Quantum Fluids and Solids	Quantum Devices, Components and Systems	1
Quantum Fluids and Solids	Quantum Optics and Information	3
Quantum Fluids and Solids	Solar Technology	1
Quantum Fluids and Solids	Spintronics	1
Quantum Fluids and Solids	Superconductivity	2
Quantum Optics and Information	Algebra	1
Quantum Optics and Information	Antihydrogen	1
Quantum Optics and Information	Artificial Intelligence Technologies	1
Quantum Optics and Information	Biophysics and Soft Matter Physics	3
Quantum Optics and Information	Chemical Reaction Dynamics and Mechanisms	1
Quantum Optics and Information	Chemical Structure	2
Quantum Optics and Information	CMOS Device Technology	1
Quantum Optics and Information	Cold Atoms and Molecules	15
Quantum Optics and Information	Condensed Matter: Electronic Structure	13
Quantum Optics and Information	Condensed Matter: Magnetism and Magnetic Materials	8
Quantum Optics and Information	Light Matter Interaction and Optical Phenomena	14
Quantum Optics and Information	Logic and Combinatorics	1
Quantum Optics and Information	Manufacturing Technologies	1
Quantum Optics and Information	Mathematical Analysis	1
Quantum Optics and Information	Mathematical Physics	4
Quantum Optics and Information	Maths of Computing	1
Quantum Optics and Information	Non CMOS Device Technology	4
Quantum Optics and Information	Optical Communications	2
Quantum Optics and Information	Optical Devices and Subsystems	3
Quantum Optics and Information	Optoelectronic Devices and Circuits	6
Quantum Optics and Information	Photonic Materials and Metamaterials	5
Quantum Optics and Information	Plasma and Lasers	5
Quantum Optics and Information	Quantum Devices, Components and Systems	9
Quantum Optics and Information	Quantum Fluids and Solids	3
Quantum Optics and Information	Spintronics	8
Quantum Optics and Information	Superconductivity	4
Quantum Optics and Information	Synthetic Coordination Chemistry	1
Quantum Optics and Information	Synthetic Supramolecular Chemistry	2
Quantum Optics and Information	Theory of Computation	4
Resource Efficiency	Built Environment	7
Resource Efficiency	Carbon Capture and Storage	1
Resource Efficiency	Coastal and Waterway Engineering	1
Resource Efficiency	Complex Fluids & Rheology	1
Resource Efficiency	Complexity Science	1
Resource Efficiency	Energy Efficiency (End Use Energy Demand)	3
Resource Efficiency	Engineering Design	1
Resource Efficiency	Fuel Cell Technology	1
Resource Efficiency	Ground Engineering	2
Resource Efficiency	Manufacturing Technologies	6
Resource Efficiency	Materials Engineering - Composites	2
Resource Efficiency	Materials Engineering - Metals & Alloys	2
Resource Efficiency	Materials For Energy Applications	1
Resource Efficiency	Process Systems: Components and Integration	3
Resource Efficiency	Spintronics	1
Resource Efficiency	Structural Engineering	2
Resource Efficiency	Sustainable Land Management	2
Resource Efficiency	Transportation Operations and Management	2
Resource Efficiency	Water Engineering	2
Resource Efficiency	Whole Energy Systems	1
RF & Microwave Devices	Architecture and Operating Systems	1
RF & Microwave Devices	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	1
RF & Microwave Devices	Biomaterials and Tissue Engineering	1
RF & Microwave Devices	Digital Signal Processing	8
RF & Microwave Devices	Energy Networks	1
RF & Microwave Devices	Functional Ceramics and Inorganics	8
RF & Microwave Devices	Graphene and Carbon Nanotechnology	1
RF & Microwave Devices	ICT Networks & Distributed Systems	3
RF & Microwave Devices	Image and Vision Computing	1
RF & Microwave Devices	Manufacturing Technologies	3
RF & Microwave Devices	Microelectronics Design	6
RF & Microwave Devices	Non CMOS Device Technology	6
RF & Microwave Devices	Numerical Analysis	1
RF & Microwave Devices	Optical Communications	4
RF & Microwave Devices	Optical Devices and Subsystems	2
RF & Microwave Devices	Optoelectronic Devices and Circuits	1
RF & Microwave Devices	Photonic Materials and Metamaterials	1
RF & Microwave Devices	Plasma and Lasers	2
RF & Microwave Devices	RF & MW Communications	10
RF & MW Communications	Architecture and Operating Systems	3
RF & MW Communications	Artificial Intelligence Technologies	2
RF & MW Communications	Clinical Technologies (excluding imaging)	1
RF & MW Communications	Control Engineering	1
RF & MW Communications	Digital Signal Processing	25
RF & MW Communications	Energy Efficiency (End Use Energy Demand)	1
RF & MW Communications	ICT Networks & Distributed Systems	18
RF & MW Communications	Image and Vision Computing	2
RF & MW Communications	Information Systems	2
RF & MW Communications	Maths of Computing	2
RF & MW Communications	Microelectronics Design	2
RF & MW Communications	Microsystems	1
RF & MW Communications	Optical Communications	5
RF & MW Communications	Optical Devices and Subsystems	1
RF & MW Communications	Optoelectronic Devices and Circuits	1
RF & MW Communications	Pervasive and Ubiquitous Computing	3
RF & MW Communications	Programming Languages and Compilers	1
RF & MW Communications	RF & Microwave Devices	10
RF & MW Communications	Software Engineering	1
RF & MW Communications	Theory of Computation	1
RF & MW Communications	Verification and Correctness	1
Robotics	Artificial Intelligence Technologies	17
Robotics	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	5
Robotics	Biological Informatics	2
Robotics	Biomaterials and Tissue Engineering	1
Robotics	Built Environment	1
Robotics	Clinical Technologies (excluding imaging)	8
Robotics	Control Engineering	17
Robotics	Engineering Approaches to Manufacturing Operations	3
Robotics	Engineering Design	1
Robotics	Fluid Dynamics and Aerodynamics	1
Robotics	Human Communication in ICT	2
Robotics	Human-Computer Interaction	9
Robotics	ICT Networks & Distributed Systems	1
Robotics	Image and Vision Computing	10
Robotics	Information Systems	2
Robotics	Manufacturing Technologies	12
Robotics	Materials Engineering - Composites	1
Robotics	Materials Engineering - Metals & Alloys	1
Robotics	Medical Imaging (inc medical image and vision computing)	5
Robotics	Microelectronics Design	2
Robotics	Non CMOS Device Technology	1
Robotics	Optical Devices and Subsystems	1
Robotics	Particle Technology	1
Robotics	Performance and Inspection of Mechanical Structures and Systems	2
Robotics	Process Systems: Components and Integration	1
Robotics	Sensors and Instrumentation	10
Robotics	Software Engineering	1
Robotics	Sustainable Land Management	1
Robotics	Synthetic Coordination Chemistry	1
Robotics	Verification and Correctness	6
Robotics	Vision, Hearing and Other Senses	4
Sensors and Instrumentation	Analytical Science	12
Sensors and Instrumentation	Artificial Intelligence Technologies	2
Sensors and Instrumentation	Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics	2
Sensors and Instrumentation	Biomaterials and Tissue Engineering	1
Sensors and Instrumentation	Biophysics and Soft Matter Physics	1
Sensors and Instrumentation	Built Environment	3
Sensors and Instrumentation	Catalysis	4
Sensors and Instrumentation	Chemical Reaction Dynamics and Mechanisms	4
Sensors and Instrumentation	Chemical Structure	3
Sensors and Instrumentation	Clinical Technologies (excluding imaging)	4
Sensors and Instrumentation	CMOS Device Technology	1
Sensors and Instrumentation	Complex Fluids & Rheology	1
Sensors and Instrumentation	Complexity Science	1
Sensors and Instrumentation	Computational & Theoretical Chemistry	3
Sensors and Instrumentation	Condensed Matter: Electronic Structure	1
Sensors and Instrumentation	Control Engineering	5
Sensors and Instrumentation	Conventional Generation & Combustion	2
Sensors and Instrumentation	Digital Signal Processing	4
Sensors and Instrumentation	Electrochemical Sciences	1
Sensors and Instrumentation	Energy Efficiency (End Use Energy Demand)	1
Sensors and Instrumentation	Energy Networks	1
Sensors and Instrumentation	Engineering Design	2
Sensors and Instrumentation	Fluid Dynamics and Aerodynamics	2
Sensors and Instrumentation	Fuel Cell Technology	1
Sensors and Instrumentation	Graphene and Carbon Nanotechnology	1
Sensors and Instrumentation	Ground Engineering	2
Sensors and Instrumentation	Human-Computer Interaction	3
Sensors and Instrumentation	ICT Networks & Distributed Systems	3
Sensors and Instrumentation	Image and Vision Computing	9
Sensors and Instrumentation	Information Systems	2
Sensors and Instrumentation	Manufacturing Technologies	10
Sensors and Instrumentation	Materials Engineering - Composites	2
Sensors and Instrumentation	Materials Engineering - Metals & Alloys	2
Sensors and Instrumentation	Materials For Energy Applications	1
Sensors and Instrumentation	Maths of Computing	1
Sensors and Instrumentation	Medical Imaging (inc medical image and vision computing)	4
Sensors and Instrumentation	Microelectronics Design	1
Sensors and Instrumentation	Microsystems	5
Sensors and Instrumentation	Non CMOS Device Technology	1
Sensors and Instrumentation	Nuclear Fission	1
Sensors and Instrumentation	Optical Communications	1
Sensors and Instrumentation	Optical Devices and Subsystems	2
Sensors and Instrumentation	Optoelectronic Devices and Circuits	2
Sensors and Instrumentation	Particle Technology	1
Sensors and Instrumentation	Performance and Inspection of Mechanical Structures and Systems	7
Sensors and Instrumentation	Pervasive and Ubiquitous Computing	2
Sensors and Instrumentation	Photonic Materials and Metamaterials	1
Sensors and Instrumentation	Plasmonics	1
Sensors and Instrumentation	Process Systems: Components and Integration	1
Sensors and Instrumentation	Robotics	10
Sensors and Instrumentation	Software Engineering	1
Sensors and Instrumentation	Solar Technology	1
Sensors and Instrumentation	Structural Engineering	3
Sensors and Instrumentation	Sustainable Land Management	2
Sensors and Instrumentation	Synthetic Coordination Chemistry	1
Sensors and Instrumentation	Synthetic Supramolecular Chemistry	2
Sensors and Instrumentation	Verification and Correctness	1
Sensors and Instrumentation	Vision, Hearing and Other Senses	1
Software Engineering	Architecture and Operating Systems	15
Software Engineering	Artificial Intelligence Technologies	12
Software Engineering	Complexity Science	1
Software Engineering	Computational & Theoretical Chemistry	1
Software Engineering	Control Engineering	1
Software Engineering	Databases	3
Software Engineering	Engineering Approaches to Manufacturing Operations	1
Software Engineering	Engineering Design	2
Software Engineering	Fluid Dynamics and Aerodynamics	3
Software Engineering	Graphics and Visualisation	3
Software Engineering	Human-Computer Interaction	8
Software Engineering	ICT Networks & Distributed Systems	11
Software Engineering	Information Systems	12
Software Engineering	Marine Wave and Tidal	3
Software Engineering	Mathematical Aspects of Operational Research	1
Software Engineering	Maths of Computing	4
Software Engineering	Microelectronics Design	1
Software Engineering	Mobile Computing	2
Software Engineering	Natural Language Processing	1
Software Engineering	Pervasive and Ubiquitous Computing	3
Software Engineering	Programming Languages and Compilers	18
Software Engineering	RF & MW Communications	1
Software Engineering	Robotics	1
Software Engineering	Sensors and Instrumentation	1
Software Engineering	Statistics and Applied Probability	2
Software Engineering	Theory of Computation	7
Software Engineering	Transportation Operations and Management	3
Software Engineering	Verification and Correctness	29
Solar Technology	Bioenergy	2
Solar Technology	Built Environment	1
Solar Technology	Carbon Capture and Storage	3
Solar Technology	Catalysis	4
Solar Technology	Clinical Technologies (excluding imaging)	1
Solar Technology	Condensed Matter: Electronic Structure	1
Solar Technology	Electrochemical Sciences	1
Solar Technology	Energy Efficiency (End Use Energy Demand)	3
Solar Technology	Energy Networks	3
Solar Technology	Energy Storage	4
Solar Technology	Fuel Cell Technology	3
Solar Technology	Functional Ceramics and Inorganics	1
Solar Technology	Hydrogen and Alternative Energy Vectors	3
Solar Technology	Manufacturing Technologies	2
Solar Technology	Materials For Energy Applications	3
Solar Technology	Non CMOS Device Technology	1
Solar Technology	Nuclear Fission	1
Solar Technology	Optical Communications	1
Solar Technology	Optical Devices and Subsystems	1
Solar Technology	Optoelectronic Devices and Circuits	7
Solar Technology	Photonic Materials and Metamaterials	1
Solar Technology	Quantum Fluids and Solids	1
Solar Technology	Sensors and Instrumentation	1
Solar Technology	Spintronics	1
Solar Technology	Whole Energy Systems	1
Solar Technology	Wind Power	1
Speech Technology	Artificial Intelligence Technologies	1
Speech Technology	Graphics and Visualisation	1
Speech Technology	Human Communication in ICT	3
Speech Technology	Natural Language Processing	3
Spintronics	Biophysics and Soft Matter Physics	1
Spintronics	Built Environment	1
Spintronics	Carbon Capture and Storage	1
Spintronics	Catalysis	1
Spintronics	CMOS Device Technology	1
Spintronics	Condensed Matter: Electronic Structure	10
Spintronics	Condensed Matter: Magnetism and Magnetic Materials	18
Spintronics	Functional Ceramics and Inorganics	4
Spintronics	Graphene and Carbon Nanotechnology	2
Spintronics	Ground Engineering	1
Spintronics	Materials Engineering - Ceramics	1
Spintronics	Materials Engineering - Composites	1
Spintronics	Materials For Energy Applications	3
Spintronics	Microsystems	1
Spintronics	Non CMOS Device Technology	5
Spintronics	Optoelectronic Devices and Circuits	2
Spintronics	Photonic Materials and Metamaterials	3
Spintronics	Plasmonics	1
Spintronics	Quantum Fluids and Solids	1
Spintronics	Quantum Optics and Information	8
Spintronics	Resource Efficiency	1
Spintronics	Solar Technology	1
Spintronics	Structural Engineering	1
Spintronics	Superconductivity	5
Spintronics	Synthetic Supramolecular Chemistry	1
Statistics and Applied Probability	Algebra	8
Statistics and Applied Probability	Analytical Science	3
Statistics and Applied Probability	Architecture and Operating Systems	1
Statistics and Applied Probability	Artificial Intelligence Technologies	18
Statistics and Applied Probability	Biological Informatics	3
Statistics and Applied Probability	Biomaterials and Tissue Engineering	4
Statistics and Applied Probability	Biophysics and Soft Matter Physics	5
Statistics and Applied Probability	Chemical Biology and Biological Chemistry	4
Statistics and Applied Probability	Clinical Technologies (excluding imaging)	4
Statistics and Applied Probability	Complexity Science	11
Statistics and Applied Probability	Computational & Theoretical Chemistry	3
Statistics and Applied Probability	Continuum Mechanics	11
Statistics and Applied Probability	Control Engineering	2
Statistics and Applied Probability	Digital Signal Processing	2
Statistics and Applied Probability	Energy Networks	2
Statistics and Applied Probability	Engineering Approaches to Manufacturing Operations	1
Statistics and Applied Probability	Engineering Design	1
Statistics and Applied Probability	Geometry & Topology	11
Statistics and Applied Probability	Graphics and Visualisation	1
Statistics and Applied Probability	Ground Engineering	1
Statistics and Applied Probability	Human Communication in ICT	1
Statistics and Applied Probability	Human-Computer Interaction	1
Statistics and Applied Probability	ICT Networks & Distributed Systems	7
Statistics and Applied Probability	Information Systems	5
Statistics and Applied Probability	Logic and Combinatorics	11
Statistics and Applied Probability	Manufacturing Technologies	5
Statistics and Applied Probability	Mathematical Analysis	22
Statistics and Applied Probability	Mathematical Aspects of Operational Research	8
Statistics and Applied Probability	Mathematical Physics	7
Statistics and Applied Probability	Maths of Computing	2
Statistics and Applied Probability	Medical Imaging (inc medical image and vision computing)	6
Statistics and Applied Probability	Natural Language Processing	1
Statistics and Applied Probability	Non-Linear Systems	24
Statistics and Applied Probability	Number Theory	6
Statistics and Applied Probability	Numerical Analysis	21
Statistics and Applied Probability	Optical Communications	1
Statistics and Applied Probability	Performance and Inspection of Mechanical Structures and Systems	1
Statistics and Applied Probability	Polymer Materials	1
Statistics and Applied Probability	Software Engineering	2
Statistics and Applied Probability	Surface Science	2
Statistics and Applied Probability	Synthetic Organic Chemistry	2
Statistics and Applied Probability	Theory of Computation	1
Statistics and Applied Probability	Transportation Operations and Management	1
Statistics and Applied Probability	Verification and Correctness	3
Statistics and Applied Probability	Water Engineering	2
Statistics and Applied Probability	Whole Energy Systems	1
Structural Engineering	Built Environment	14
Structural Engineering	Carbon Capture and Storage	1
Structural Engineering	Energy Efficiency (End Use Energy Demand)	3
Structural Engineering	Functional Ceramics and Inorganics	1
Structural Engineering	Ground Engineering	10
Structural Engineering	ICT Networks & Distributed Systems	1
Structural Engineering	Manufacturing Technologies	1
Structural Engineering	Materials Engineering - Composites	1
Structural Engineering	Materials For Energy Applications	1
Structural Engineering	Performance and Inspection of Mechanical Structures and Systems	3
Structural Engineering	Resource Efficiency	2
Structural Engineering	Sensors and Instrumentation	3
Structural Engineering	Spintronics	1
Structural Engineering	Transportation Operations and Management	2
Structural Engineering	Water Engineering	1
Superconductivity	Artificial Intelligence Technologies	1
Superconductivity	Biophysics and Soft Matter Physics	3
Superconductivity	Catalysis	1
Superconductivity	Chemical Reaction Dynamics and Mechanisms	1
Superconductivity	Cold Atoms and Molecules	1
Superconductivity	Condensed Matter: Electronic Structure	22
Superconductivity	Condensed Matter: Magnetism and Magnetic Materials	19
Superconductivity	Functional Ceramics and Inorganics	6
Superconductivity	Graphene and Carbon Nanotechnology	3
Superconductivity	Light Matter Interaction and Optical Phenomena	1
Superconductivity	Materials Engineering - Composites	1
Superconductivity	Materials Engineering - Metals & Alloys	2
Superconductivity	Materials For Energy Applications	5
Superconductivity	Maths of Computing	1
Superconductivity	Nuclear Fission	1
Superconductivity	Optical Devices and Subsystems	2
Superconductivity	Optoelectronic Devices and Circuits	1
Superconductivity	Photonic Materials and Metamaterials	5
Superconductivity	Plasma and Lasers	1
Superconductivity	Polymer Materials	2
Superconductivity	Quantum Devices, Components and Systems	1
Superconductivity	Quantum Fluids and Solids	2
Superconductivity	Quantum Optics and Information	4
Superconductivity	Spintronics	5
Superconductivity	Synthetic Coordination Chemistry	2
Superconductivity	Theory of Computation	1
Surface Science	Analytical Science	3
Surface Science	Bioenergy	1
Surface Science	Biomaterials and Tissue Engineering	5
Surface Science	Biophysics and Soft Matter Physics	4
Surface Science	Catalysis	7
Surface Science	Chemical Biology and Biological Chemistry	4
Surface Science	Chemical Reaction Dynamics and Mechanisms	4
Surface Science	Chemical Structure	3
Surface Science	Clinical Technologies (excluding imaging)	3
Surface Science	Complex Fluids & Rheology	1
Surface Science	Computational & Theoretical Chemistry	6
Surface Science	Condensed Matter: Electronic Structure	3
Surface Science	Condensed Matter: Magnetism and Magnetic Materials	3
Surface Science	Electrochemical Sciences	5
Surface Science	Functional Ceramics and Inorganics	5
Surface Science	Graphene and Carbon Nanotechnology	1
Surface Science	Light Matter Interaction and Optical Phenomena	1
Surface Science	Manufacturing Technologies	2
Surface Science	Materials Engineering - Ceramics	1
Surface Science	Materials Engineering - Composites	1
Surface Science	Materials Engineering - Metals & Alloys	2
Surface Science	Materials For Energy Applications	4
Surface Science	Mathematical Physics	1
Surface Science	Particle Technology	1
Surface Science	Performance and Inspection of Mechanical Structures and Systems	1
Surface Science	Plasmonics	2
Surface Science	Polymer Materials	7
Surface Science	Programming Languages and Compilers	1
